ulasan,rating,tanggal,kategori,nama_aplikasi,app_id,label,confidence,label_original
"setelah di update aplikasi tidak bisa buat apa2 buat bayar atau kirim juga gk bisa ,ada notif jaringan bermasalah ..padah buat buka youtube tiktok live lancar aja ,giliran buat transfer lewat aplikasi dana gk bisa sama sekali .masak terjadi kesalahan terus",2,2026-07-20 00:12:06-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9910206198692322,negatif
ERROR nyusahin orang yang gapegang cash!,1,2026-07-20 00:11:55-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9978098273277283,negatif
"kenapa eror terus ajg lah, gua mau berobat sampe repot mau transfer, mana gada cash apk puki",1,2026-07-20 00:10:49-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9953240752220154,negatif
dari jam brp ini gangguannya? sampe gabisa makan aku. minimal kabarin dong kalo mau ada gangguan gini biar org bisa pindahin uangnya.,1,2026-07-20 00:05:20-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.5171234011650085,negatif
"aplikasi jelek sok soan ngadain event, hapus aja aplikais nya aneh",1,2026-07-20 00:03:55-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.997965931892395,negatif
Udah jangan pakai sering down gak becus ini aplikasi!,1,2026-07-20 00:01:32-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.995491087436676,negatif
Tolong berikan nomor CS untuk mempermudah memberikan pengaduan. Saya ga bisa transaksi apa apa. Uang saya jadi mengendap di situ.,1,2026-07-20 00:01:06-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.8206503391265869,negatif
gila eror segitu lama nya nggk ngotak bngtt orang mau trnsaksi juga jadi ngebutuin orang aja,1,2026-07-19 23:57:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.99774569272995,negatif
"Maintance di siang bolong, lagi banyak orang bertransaksi, tolol , kalo mau maintence malam begi",1,2026-07-19 23:57:34-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9982860684394836,negatif
Update malah eror terusan,2,2026-07-19 23:54:17-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9974361062049866,negatif
jelek banget nih aplikasi,1,2026-07-19 23:52:22-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981630444526672,negatif
Lemott banget saat di pake apk sampahh,1,2026-07-19 23:50:55-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981221556663513,negatif
"tolong perbaiki aplikasi ini, lemot bgt, pdhl sinyal keceng, ngescan qr aja lelet, buka dana goals lelet, beda bgt sama gopay yg gaada kuota aja ttp kebuka, benerin aplikasi sampah lemot ini, kdang2 duit tb tb ilang tb tb ketarik",1,2026-07-19 23:49:01-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9973350167274475,negatif
Cuma dana Aplikasi yg paling lemot jaringan nya! malu bos sama aplikasi lain.,1,2026-07-19 23:45:45-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.998197615146637,negatif
"Aplikasi gj, 1 minggu duit ga bisa kepake karna error",1,2026-07-19 23:45:06-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9773548245429993,negatif
Susah mau laku in pembayaran aj,1,2026-07-19 23:45:04-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.997241735458374,negatif
buruk,1,2026-07-19 23:43:40-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9979743361473083,negatif
sampah,1,2026-07-19 23:42:17-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9977949857711792,negatif
lemot bgt penanganan lama bgt sedih sama dana,1,2026-07-19 23:41:59-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981279969215393,negatif
"Apa apa an ini,transfer ga bisaa",1,2026-07-19 23:29:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9942601919174194,negatif
gw lgi kelaparan malah gangguan. lebih dari sejam alsean nya dari dana. karna sinyal pdhl gw udh coba pke wifi sama data.ampe gw makan pur ayam ini,1,2026-07-19 23:26:31-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9884498119354248,negatif
Gangguan mulu,1,2026-07-19 23:21:23-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9974768757820129,negatif
Kesel bgt ini kenapa sih sering gangguan!!! Ga bisa tf gk bisa bayar apapunnnn aneh bgt,2,2026-07-19 23:21:13-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9973862767219543,negatif
Eror mulu oon,1,2026-07-19 23:20:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.99769526720047,negatif
"w jarang bgt review kalo ga keterlaluan, apa apaan masa kirim dr dana ke bank lain kaga bisa?! Alesannya koneksi internet padahal buat buka apl lain aja bisa dan lancar. Tolong dong jangan mentang-mentang ga diawasi ojk jadi seenaknaya",1,2026-07-19 23:11:45-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9915485978126526,negatif
bug nya banget dah mana ga bawa cash mau bayar aja susah banget ampun dah,1,2026-07-19 23:10:04-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9968760013580322,negatif
Mao bayar pake dana tiba tiba gabisa jaringan slalu bermasalah mulu😮‍💨,1,2026-07-19 23:05:04-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9447233080863953,negatif
"Aplikasi tolol sering gangguan , mau transfer dan pembayaran qris gagal terus . Bikin gua telat bayar tagihan aja",1,2026-07-19 23:03:03-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9973897337913513,negatif
"saldo tidak bisa di tarik/ di tf trus gagal dan kesalahan, apk tidak bisa di andalkan , jangan simpan uang di sini, bahaya",1,2026-07-19 23:01:35-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9976143836975098,negatif
gagal terus gue transaksi,1,2026-07-19 22:58:39-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9961318969726562,negatif
gak ada transaksi terakhir,1,2026-07-19 22:56:48-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.658599853515625,negatif
"g banget deh sama dana ini,baru mau topup loh ehh ga bisa katanya krna jaringan pdhl jelas’ jaringan bagus buat tiktokan pun bagus’ aja awas yaa lu dana smpe uang aku ilang mana gede lgi uangnya g jls emg apknya",1,2026-07-19 22:53:47-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9775986671447754,negatif
"Gak bisa apa klw ngga diikit” error,pasti klw mau kirim uang asik” gangguan aj heran akuu",1,2026-07-19 22:37:13-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.987387478351593,negatif
"Aplikasinya maksa minta update giliran di update malah hancur parahh!! Bayar qris error, kirim uang juga error, aplikasinya aja lemot parah, padahal jaringan lancar buka aplikasi/mbanking lain lancar. Update bukannya lebih baik malah lebih busuk gk guna, saldo saya jadi gabisa dipake",1,2026-07-19 22:37:02-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9972453117370605,negatif
"GUA MAU TF GABISA BISAA YA JARINGANNYA LAH APALAH !! PADAHAL SINYAL GUA MANTENG EMNG ANJ , GUA MAU CLAIM HADIAH PUN BANYAK KALI ALASANNYA BERAK LA BANGKRUT BARU TAU RASA !!! NAJIS BANGET APLIKASI DZHOLIM PADAHAL UDAH VIP PASS BABI SEMENJAK DI UPDATE JADI KAYA TAI",1,2026-07-19 22:36:55-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9973843693733215,negatif
"Pernah transfer 1x lewat dana, uang gk masuk sampe sekarang hilang aja, dan kalo ada masalah sulit dihubungi kita cuma bisa chatt ke robot yg gk punya otak, cuma diputer2 perkataan",1,2026-07-19 22:36:33-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9749583601951599,negatif
knp sering gangguan sistem? tolong di perbaiki lagi,1,2026-07-19 22:36:10-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9704828262329102,negatif
napa jadi sring erorr si skarang,3,2026-07-19 22:35:50-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9971390962600708,netral
"Eror mulu, awas aja duit gw hilang lagi yaa",1,2026-07-19 22:32:23-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9976457953453064,negatif
"tolonglah untuk diperbaiki masa jaringan bagus gada masalah apapun tiba tiba gabisa transaksi, disituasi urgent jadi bingung",1,2026-07-19 22:31:51-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9967695474624634,negatif
"tolong dong ini kurang kurangin gangguan nya, gua mau bayar pake Qris gbs anjir. dikira org gua mau nipu, pdhl emg dana nya aja bnyk gangguan",5,2026-07-19 22:30:30-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9963251948356628,positif
gajelas banget malah ga bisa dibuka udah cape” ngumpulin dana point aplikasi gajelas pas udh hri nya malah gabiaa dibuka dasar aplikasi penipu,1,2026-07-19 22:28:43-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9938645958900452,negatif
saya sudah melakukan pembayaran dan uang saya belum juga masuk balikin uang saya dong udh dipotong” ajh,1,2026-07-19 22:27:38-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.5042852759361267,negatif
Kacau,1,2026-07-19 22:25:02-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9978247880935669,negatif
"awalnya baik baik aja, setelah di upgrade kok malah jdi banyak troble nya?? super leletttt, mau tf aja susah bangett, mau liat riwayat juga susah, jadi super lelettt! diupgrade bukannya jdi lebih baik ini malah sebaliknya hadehh!",1,2026-07-19 22:24:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9959357976913452,negatif
"Giliran mau tukar point alasan nya jaringan kurang stabil , giliran mau tf lancar kan aneh , gk akan lgi pke ini aplikasi",1,2026-07-19 22:23:04-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9923743605613708,negatif
Orang lagi perlu mala eror mana uang uda ke tf di dana,1,2026-07-19 22:22:21-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9217365384101868,negatif
kalo server lemot gausah gaya ngadain event.,1,2026-07-19 22:21:56-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.983259916305542,negatif
gangguan mulu males,1,2026-07-19 22:21:13-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9979318380355835,negatif
"Woi pentek kembalikan duit gue anj, setiap ak pake dana bermasalah trus, awal” terbayar sendiri 30, ak trima okey, trus di tipu kagi oleh pgak dana 800ribu bln kmren, trus pembayaran sendiri lagi sebesar 170ribu, kembalikan dak duit ak anjenggg babi, okey anggap aja sedekah ke pengemis daktau diri",1,2026-07-19 22:20:12-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9843467473983765,negatif
NGEDADAK ERROR MONYET KALI ADA EVENT TUKAR POINT TAI BET ANJING,1,2026-07-19 22:19:58-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9972099661827087,negatif
SEMAKIN KESINI SEMAKIN TERLALU BANYAK GANGGUAN EROR DI SAAT MAU NGIRIM UANG,1,2026-07-19 22:19:23-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9975893497467041,negatif
banyak kesalahan hati” ni ga bisa di pake kirim uang apk tolol tiap mau kirim terjadi kesalahan,1,2026-07-19 22:19:08-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9922752976417542,negatif
"Tolong dong masa data aman lancar, apk tidak harus diperbaharui. Change sudah saya coba bersihkan tapi masih gabisa di pake transaksi. Mau tanya bantuan tibatiba gabisa juga. Tolong diperbaiki",3,2026-07-19 22:16:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.7826975584030151,netral
Kaya ajing susah ngirim setan,1,2026-07-19 22:16:51-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9974451065063477,negatif
jembot kirek,1,2026-07-19 22:16:28-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9963292479515076,negatif
eror asu,1,2026-07-19 22:16:28-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9975416660308838,negatif
Layanan Buruk Ga Bisa Jadi Rekomendasi,1,2026-07-19 22:15:37-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981116056442261,negatif
"Sering gangguan, tolong ya diperbaiki lagi kualitas aplikasi ini!! Kebiasaan uang hilang disini",1,2026-07-19 22:15:07-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9907060265541077,negatif
"aneh mau tf ke teman gak bisa, muncul tidak ada konseksi internet padahal jaringan lancar” aja, perbaiki coba gimana ni duit gua",1,2026-07-19 22:14:55-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9793380498886108,negatif
"ini kenapa ya kok ga bisa buat transfer? biasanya juga aman"" aja, kok tiba"" gabisa apa lagi gangguan ya?",2,2026-07-19 22:13:57-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9768399000167847,negatif
Eror terus saat transaksi,1,2026-07-19 22:13:15-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9962078332901001,negatif
"Udah update masih aja lelet giliran penting leletnya mintak ampun, yang lain mending gosa kedana dah pindah apk aja, agak agak apk ini rusak",1,2026-07-19 22:11:50-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9974476099014282,negatif
najong,1,2026-07-19 22:09:49-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9695899486541748,negatif
Aplikasi dana sering bug saat buka layanan sering gagal di tengah transaksi,2,2026-07-19 22:06:46-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9659633040428162,negatif
Point saya kok tiba” ilang belum ditukar min apalah kalau buat undian yang bener aja belum ditukar tiba” point nol,2,2026-07-19 22:05:39-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.956233024597168,negatif
Aplikasi banyak nipu nya hoax point ga ada berguna setiap mau ditukar habiss penipu,1,2026-07-19 22:05:11-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981607794761658,negatif
event lo nipu tololl,1,2026-07-19 22:03:29-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9983373880386353,negatif
tolol sinyal lancar bayar gabisa apk goblok malu maluin,1,2026-07-19 22:01:29-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9983243346214294,negatif
"Dana ada isi 2,3 jt di pakai transfer kesalahan jaringan. Klo di pakai top up bisa. Lu mau enaknya aaja. Bug begini aja kenapa bisa ada? Tim mu kebanyakan makan gaji buta. Klo duit orang ilang atau butuh buat di tarik masak lu gak bolehin. Sial banget",1,2026-07-19 22:00:00-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981350898742676,negatif
"aplikasi ewallet terburuk, aplikasi berat banyak bug, error mulu",1,2026-07-19 21:57:54-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9976947903633118,negatif
Apk burik tf ga bisa duit gampang ilanhhh payahhhh,1,2026-07-19 21:57:16-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9978117346763611,negatif
gagnguan. terus perasaan tolol jelek bangett nii aplikasih,1,2026-07-19 21:57:05-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9983221888542175,negatif
Susah banget kirim ke wallet. Error mulu. Maunya apa ya ini. Gak boleh uang out apa ya ??,1,2026-07-19 21:56:55-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9977301955223083,negatif
lemotttttt,1,2026-07-19 21:53:57-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9979197382926941,negatif
"Gangguan mulu ngentot mana banyak banget orang lain yg mau masuk akun gua,kebanyakan nyoli nih  ewallet",1,2026-07-19 21:53:54-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9980189800262451,negatif
goblok ajg eror muluu stres gausah installl gays,1,2026-07-19 21:52:12-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9982309937477112,negatif
HABIS UPDATE MALAH GA BISA TRANFSER,2,2026-07-19 21:50:18-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9853439927101135,negatif
"Sering error, terus menu oneklik kadang suka hilang",2,2026-07-19 21:49:01-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9635379910469055,negatif
Giliran lagi di butuhin gangguan terus,1,2026-07-19 21:46:38-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.990342378616333,negatif
Sekarang dana sering bngt bermasalah!,1,2026-07-19 21:45:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9951877593994141,negatif
aplikasi taikk,1,2026-07-19 21:42:56-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9977641105651855,negatif
abis di update bukannya makin bener malah makin kaga jelas,1,2026-07-19 21:36:08-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9970123767852783,negatif
"sudah update terbaru , jaringan bagus, gagal kirim saldo dana berkali2!! cukup kecewa sih sebagai pengguna selama ini",1,2026-07-19 21:30:03-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9976963400840759,negatif
dana gajelas tf aja gabisa,1,2026-07-19 21:29:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9950049519538879,negatif
ini apk apa ya gak rekomen gak aman dan juga pas tf sering lag apalah padahal jaringan bagus hpku gak kentang untuk orang2 jangan gunakan aplikasi ini aku tidak mau kejadian yang terjadi di saya terjadi juga di kalian,1,2026-07-19 21:27:44-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9925001263618469,negatif
"katanya mau ad hadiah tuker dana points jam 10.00 wib, tapi kok pas dibuka lag terus? udh ganti wifi sm kuota ttp aja. Hadehhhh",2,2026-07-19 21:27:02-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.8842070698738098,negatif
error,1,2026-07-19 21:26:27-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9974149465560913,negatif
qris sendiri yang eror nyalahin sinyal gua idiot,1,2026-07-19 21:13:55-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9969165325164795,negatif
error terus gajelas,2,2026-07-19 21:09:49-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9980510473251343,negatif
Apk gjls njs cuihhh,1,2026-07-19 21:03:03-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9286808371543884,negatif
Lemott!! Loading lama.,1,2026-07-19 21:00:19-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.998246431350708,negatif
"saya sudah nungguin lama begitu mau ditukar ga bisa , ga konsisten banget , padahal tinggal diklaim aja , tapi kenapa ada aja masalahnya , “sistem sedang sibuk” kalau ga “ada kendala muat ulang” begitu terus berulang ulang ,  TOLONG DIPERJELAS MAKSUD DARI DANA POINTS APA !!!",1,2026-07-19 20:57:09-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.7767713665962219,negatif
"Halo,saya sudah download dana dan memiliki points lumayan banyak,tapi kenapa tidak bisa melakukan penukaran,voucher slalu habis bung",4,2026-07-19 20:48:53-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.510893702507019,positif
"Mau bayar qris error terus, di update bukannya makin bagus malah makin banyak error nya
Kondisi lagi ga ada cash mau bayar jadi susah tolol",1,2026-07-19 20:45:45-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981366395950317,negatif
Banyak erornya kadang lagi is kuota loading trrus dongo,1,2026-07-19 20:40:20-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9963422417640686,negatif
Bnyak nipunya,1,2026-07-19 20:39:01-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.6460632681846619,negatif
makin lama makin gajelas,1,2026-07-19 20:33:42-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9981934428215027,negatif
Mau nukerin point dana malah ada tulisan kendala trus di persulit event abal abalan,1,2026-07-19 20:30:37-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9961430430412292,negatif
ga bagus bnyk penipuan pindah ke seabank aja,1,2026-07-19 20:28:52-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.997252881526947,negatif
"Penipuan untuk iven dana poin tukar saldo dan hape adalah SCAM Penipuan tolong di tinjak lanjuti, aplikasi sangat penipuan",1,2026-07-19 20:18:06-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9952902793884277,negatif
Ga jelas,1,2026-07-19 20:13:03-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9977554678916931,negatif
Dipaksa untuk berlangganan trs gak bisa unsubscibe payment di produk apple !!!!,1,2026-07-19 18:13:49-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9696950912475586,negatif
"Mudah di gunakan, keren",5,2026-07-19 17:00:58-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9969714879989624,positif
sangat mudah dalam bertransaksi,5,2026-07-19 16:21:56-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9943700432777405,positif
"saldo dana saya tidak bisa dikirim melalui transaksi apapun, sudah chat DIANA berulang kali bikin laporan berkali kali tetap tidak diperbaiki",1,2026-07-19 10:36:44-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9114617109298706,negatif
Teebaik,5,2026-07-19 08:32:53-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.8165997862815857,positif
kesel bgt kalo mau scan qr kadang bisa kadang gabisa😭 pdhl jaringan lancar lancar aja,3,2026-07-19 07:45:00-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9837596416473389,netral
"Uang tbtb ilang, banyak banget korbannya. Sorry ya dana kecewa banget🙏🏼",1,2026-07-19 07:31:39-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.996575653553009,negatif
Gua narik qris wajah gak sama kan tolol,1,2026-07-19 06:54:09-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9951617121696472,negatif
Bisa dibatalkan dan sukses uang kembali,5,2026-07-19 04:32:12-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.7374592423439026,positif
Balikin balikin duit gw,1,2026-07-19 02:11:59-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9228075742721558,negatif
OK,3,2026-07-19 00:19:53-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9444046020507812,netral
"setiap ada yang tf ga masuk salfo padahal transaksi berhasil ada uang masuk tapi di cek ga ada saldonya pas cek uang keluar juga ga ada, uang sering ilang padahal ga ada tagihan apapun.",1,2026-07-18 21:26:24-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.5218687653541565,negatif
lebih dari 3 bulan uang di blokir ngak bisa di kirim ke mana aja di suruh premiumm tetepp ngak bisa coba tanya ainya muter” trusss app ngak bisa tanggung jawab,1,2026-07-18 19:50:51-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9388490915298462,negatif
Mantaaaps,5,2026-07-18 18:59:54-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9964248538017273,positif
Transfer uang jadi lebih mudah tanpa harus punya rekening bank...,5,2026-07-18 18:21:02-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9490676522254944,positif
lag,1,2026-07-18 06:33:26-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9963738322257996,negatif
luar biasa,5,2026-07-18 06:10:41-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9960201382637024,positif
Berguna,5,2026-07-18 05:55:39-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.993713915348053,positif
Payah,1,2026-07-18 05:29:25-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.997443437576294,negatif
gak jelas,2,2026-07-18 05:13:16-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9977826476097107,negatif
"Jelek, mau kirim bukti transfer malah nyuruh restar restar terus. Kacaw. Sudah saya hapus lalu download ulang malah masih sama gitu gitu aja. Kacaw, jadi gak bisa kirim bukti transfer…",1,2026-07-18 04:07:24-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9598503112792969,negatif
sanagat membantu proses cepat no ribet,5,2026-07-18 02:58:15-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9830664396286011,positif
"GW UDH DUA KALI GAJI GW UTK GW PAKAI MAKAN KETARIK OTOMATIS DAN GILAK SISA UANG GW LANSUNG OTOMATIS KETELAN DIKASIH KE APPLE SERVICE , MKSD GW BISA GASIH KASIH NOTIF DLU BIAR DITANYA DI IYAKAN DLU GITU, KAN KALAU GINI KITA LAGI YANG SUSAH , MANA GAJIANNYA MASIH LAMA , MINTA DIBALIKIN UDAH KAGA BISA, MANA ITU PROTEKSI DANA YANG LU JANJIIN CHUIIHH TAI.",1,2026-07-18 02:54:10-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9933980703353882,negatif
Oke bgt,5,2026-07-18 02:48:50-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9939119815826416,positif
Sangan memuaskan dengan pelayanannya,5,2026-07-17 20:34:31-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9947392344474792,positif
sangat membantu segala transaksi,5,2026-07-17 19:33:07-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,positif,0.9942078590393066,positif
Dana saya ada limit nya tapi kok gak bisa di gunakan ya tolong di jawab kenapa,4,2026-07-17 13:24:00-07:00,dompet_digital,DANA Dompet Digital Indonesia,1437123008.0,negatif,0.9425058960914612,positif
